,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,0
19732,49.0,blue-collar,married,primary,no,2316.0,no,no,telephone,7.0,aug,35.0,4.0,-1.0,0.0,unknown,0.0
19733,,,,,,,,,,,,,,,,,0.0
19734,56.0,blue-collar,married,primary,no,0.0,no,no,cellular,7.0,aug,152.0,6.0,-1.0,0.0,unknown,0.0
19735,,,,,,,,,,,,,,,,,0.0
19736,,,,,,,,,,,,,,,,,1.0
19737,37.0,management,single,tertiary,no,410.0,no,no,cellular,7.0,aug,542.0,3.0,-1.0,0.0,unknown,0.0
19738,,,,,,,,,,,,,,,,,0.0
19739,33.0,technician,married,secondary,no,6419.0,no,no,cellular,7.0,aug,419.0,3.0,-1.0,0.0,unknown,0.0
19740,30.0,technician,single,secondary,no,0.0,no,no,cellular,7.0,aug,82.0,3.0,-1.0,0.0,unknown,0.0
19741,,,,,,,,,,,,,,,,,0.0
19742,43.0,management,married,tertiary,no,248.0,no,no,cellular,7.0,aug,229.0,4.0,-1.0,0.0,unknown,0.0
19743,53.0,services,married,secondary,no,1713.0,yes,no,cellular,7.0,aug,160.0,3.0,-1.0,0.0,unknown,0.0
19744,52.0,admin.,married,secondary,no,5122.0,no,yes,cellular,7.0,aug,218.0,7.0,-1.0,0.0,unknown,0.0
19745,34.0,unemployed,married,tertiary,no,0.0,no,no,cellular,8.0,aug,201.0,6.0,-1.0,0.0,unknown,0.0
19746,,,,,,,,,,,,,,,,,0.0
19747,48.0,blue-collar,married,primary,no,174.0,yes,yes,cellular,8.0,aug,36.0,8.0,-1.0,0.0,unknown,1.0
19748,52.0,technician,divorced,secondary,no,5102.0,no,no,cellular,8.0,aug,117.0,2.0,-1.0,0.0,unknown,1.0
19749,37.0,technician,single,secondary,no,3.0,yes,no,cellular,8.0,aug,90.0,5.0,-1.0,0.0,unknown,0.0
19750,47.0,self-employed,married,secondary,no,231.0,no,no,cellular,8.0,aug,88.0,2.0,-1.0,0.0,unknown,0.0
19751,53.0,management,married,tertiary,no,2327.0,no,no,cellular,8.0,aug,94.0,2.0,-1.0,0.0,unknown,0.0
19752,33.0,management,married,tertiary,no,2126.0,no,no,cellular,8.0,aug,174.0,2.0,-1.0,0.0,unknown,0.0
19753,32.0,technician,single,tertiary,no,449.0,no,no,cellular,8.0,aug,231.0,2.0,-1.0,0.0,unknown,0.0
19754,31.0,entrepreneur,single,secondary,no,37.0,no,no,cellular,8.0,aug,73.0,2.0,-1.0,0.0,unknown,0.0
19755,35.0,management,married,tertiary,no,-4.0,no,no,cellular,8.0,aug,129.0,2.0,-1.0,0.0,unknown,0.0
19756,,,,,,,,,,,,,,,,,1.0
19757,,,,,,,,,,,,,,,,,0.0
19758,47.0,management,married,secondary,no,7.0,no,no,cellular,8.0,aug,175.0,2.0,-1.0,0.0,unknown,1.0
19759,,,,,,,,,,,,,,,,,0.0
19760,,,,,,,,,,,,,,,,,0.0
19761,51.0,blue-collar,married,primary,no,507.0,yes,no,cellular,8.0,aug,85.0,2.0,-1.0,0.0,unknown,0.0
19762,,,,,,,,,,,,,,,,,0.0
19763,33.0,housemaid,married,primary,no,0.0,no,no,cellular,8.0,aug,138.0,2.0,-1.0,0.0,unknown,1.0
19764,,,,,,,,,,,,,,,,,0.0
19765,,,,,,,,,,,,,,,,,0.0
19766,60.0,management,married,tertiary,no,73.0,no,no,telephone,8.0,aug,243.0,2.0,-1.0,0.0,unknown,0.0
19767,45.0,management,married,tertiary,no,5450.0,no,no,cellular,8.0,aug,188.0,2.0,-1.0,0.0,unknown,0.0
19768,,,,,,,,,,,,,,,,,0.0
19769,,,,,,,,,,,,,,,,,0.0
19770,52.0,blue-collar,married,secondary,no,409.0,no,no,cellular,8.0,aug,137.0,2.0,-1.0,0.0,unknown,0.0
19771,41.0,technician,married,secondary,no,2123.0,no,no,cellular,8.0,aug,130.0,2.0,-1.0,0.0,unknown,0.0
19772,,,,,,,,,,,,,,,,,0.0
19773,34.0,technician,single,secondary,no,161.0,no,yes,cellular,8.0,aug,61.0,2.0,-1.0,0.0,unknown,0.0
19774,55.0,retired,married,primary,no,2325.0,yes,yes,telephone,8.0,aug,87.0,7.0,-1.0,0.0,unknown,0.0
19775,32.0,technician,married,secondary,no,9608.0,no,no,cellular,8.0,aug,114.0,4.0,-1.0,0.0,unknown,0.0
19776,,,,,,,,,,,,,,,,,0.0
19777,50.0,blue-collar,married,primary,no,-98.0,no,yes,cellular,8.0,aug,550.0,2.0,-1.0,0.0,unknown,0.0
19778,45.0,blue-collar,married,secondary,no,162.0,no,no,cellular,8.0,aug,130.0,2.0,-1.0,0.0,unknown,0.0
19779,31.0,management,single,tertiary,no,30.0,no,no,cellular,8.0,aug,161.0,2.0,-1.0,0.0,unknown,0.0
19780,32.0,technician,married,secondary,no,3333.0,no,no,cellular,8.0,aug,50.0,4.0,-1.0,0.0,unknown,0.0
19781,31.0,technician,married,secondary,no,659.0,yes,no,cellular,8.0,aug,135.0,2.0,-1.0,0.0,unknown,0.0
19782,57.0,services,married,primary,no,2893.0,no,no,cellular,8.0,aug,207.0,2.0,-1.0,0.0,unknown,0.0
19783,53.0,services,married,tertiary,no,-3.0,no,no,cellular,8.0,aug,133.0,2.0,-1.0,0.0,unknown,0.0
19784,,,,,,,,,,,,,,,,,1.0
19785,56.0,management,divorced,tertiary,no,66721.0,no,no,cellular,8.0,aug,442.0,2.0,-1.0,0.0,unknown,0.0
19786,31.0,blue-collar,married,secondary,no,379.0,no,no,cellular,8.0,aug,299.0,5.0,-1.0,0.0,unknown,0.0
19787,31.0,management,single,tertiary,no,2978.0,yes,no,cellular,8.0,aug,146.0,2.0,-1.0,0.0,unknown,0.0
19788,51.0,blue-collar,married,primary,no,872.0,no,no,cellular,8.0,aug,82.0,2.0,-1.0,0.0,unknown,0.0
19789,32.0,technician,single,tertiary,no,5204.0,no,no,cellular,8.0,aug,31.0,2.0,-1.0,0.0,unknown,0.0
19790,,,,,,,,,,,,,,,,,0.0
19791,,,,,,,,,,,,,,,,,0.0
19792,32.0,management,married,tertiary,no,1388.0,no,no,cellular,8.0,aug,161.0,6.0,-1.0,0.0,unknown,0.0
19793,47.0,unemployed,married,secondary,no,1108.0,no,no,cellular,8.0,aug,169.0,2.0,-1.0,0.0,unknown,0.0
19794,,,,,,,,,,,,,,,,,0.0
19795,42.0,entrepreneur,married,tertiary,no,42045.0,no,no,cellular,8.0,aug,205.0,2.0,-1.0,0.0,unknown,0.0
19796,38.0,unemployed,married,secondary,no,5177.0,no,no,cellular,8.0,aug,102.0,2.0,-1.0,0.0,unknown,0.0
19797,33.0,management,married,tertiary,no,2071.0,no,no,cellular,8.0,aug,106.0,2.0,-1.0,0.0,unknown,0.0
19798,53.0,technician,married,tertiary,no,3177.0,no,no,cellular,8.0,aug,92.0,2.0,-1.0,0.0,unknown,0.0
19799,31.0,technician,single,tertiary,no,6.0,no,no,cellular,8.0,aug,243.0,2.0,-1.0,0.0,unknown,0.0
19800,,,,,,,,,,,,,,,,,0.0
19801,60.0,retired,married,secondary,no,345.0,yes,yes,cellular,8.0,aug,129.0,6.0,-1.0,0.0,unknown,0.0
19802,,,,,,,,,,,,,,,,,0.0
19803,,,,,,,,,,,,,,,,,0.0
19804,,,,,,,,,,,,,,,,,0.0
19805,,,,,,,,,,,,,,,,,0.0
19806,34.0,technician,single,tertiary,no,370.0,yes,no,cellular,8.0,aug,155.0,2.0,-1.0,0.0,unknown,0.0
19807,33.0,technician,single,secondary,no,5833.0,yes,no,cellular,8.0,aug,93.0,2.0,-1.0,0.0,unknown,0.0
19808,48.0,entrepreneur,married,tertiary,no,0.0,no,yes,cellular,8.0,aug,85.0,9.0,-1.0,0.0,unknown,0.0
19809,,,,,,,,,,,,,,,,,0.0
19810,37.0,technician,married,secondary,no,180.0,no,no,cellular,8.0,aug,215.0,2.0,-1.0,0.0,unknown,0.0
19811,,,,,,,,,,,,,,,,,0.0
19812,,,,,,,,,,,,,,,,,0.0
19813,,,,,,,,,,,,,,,,,0.0
19814,35.0,management,married,secondary,no,674.0,no,no,cellular,8.0,aug,87.0,2.0,-1.0,0.0,unknown,0.0
19815,,,,,,,,,,,,,,,,,0.0
19816,31.0,entrepreneur,married,tertiary,no,1216.0,no,no,cellular,8.0,aug,150.0,4.0,-1.0,0.0,unknown,1.0
19817,40.0,technician,married,secondary,no,581.0,yes,no,cellular,8.0,aug,258.0,2.0,-1.0,0.0,unknown,0.0
19818,,,,,,,,,,,,,,,,,0.0
19819,33.0,management,married,tertiary,no,530.0,yes,no,cellular,8.0,aug,94.0,2.0,-1.0,0.0,unknown,0.0
19820,49.0,admin.,married,secondary,no,2116.0,no,no,cellular,8.0,aug,109.0,3.0,-1.0,0.0,unknown,0.0
19821,,,,,,,,,,,,,,,,,0.0
19822,,,,,,,,,,,,,,,,,0.0
19823,47.0,services,married,secondary,no,405.0,no,yes,cellular,8.0,aug,994.0,2.0,-1.0,0.0,unknown,0.0
19824,,,,,,,,,,,,,,,,,0.0
19825,30.0,technician,single,secondary,no,958.0,no,no,cellular,8.0,aug,112.0,2.0,-1.0,0.0,unknown,0.0
19826,36.0,management,married,tertiary,no,369.0,no,no,cellular,8.0,aug,75.0,2.0,-1.0,0.0,unknown,0.0
19827,46.0,management,married,tertiary,no,1808.0,no,no,cellular,8.0,aug,172.0,2.0,-1.0,0.0,unknown,1.0
19828,,,,,,,,,,,,,,,,,0.0
19829,47.0,management,married,secondary,no,7.0,no,no,telephone,8.0,aug,53.0,2.0,-1.0,0.0,unknown,0.0
19830,57.0,unknown,married,primary,no,900.0,no,no,cellular,8.0,aug,169.0,4.0,-1.0,0.0,unknown,0.0
19831,,,,,,,,,,,,,,,,,0.0
19832,32.0,management,married,tertiary,no,500.0,no,no,cellular,8.0,aug,151.0,4.0,-1.0,0.0,unknown,0.0
19833,,,,,,,,,,,,,,,,,1.0
19834,41.0,self-employed,married,secondary,no,0.0,no,no,cellular,8.0,aug,197.0,2.0,-1.0,0.0,unknown,0.0
19835,,,,,,,,,,,,,,,,,0.0
19836,52.0,blue-collar,married,secondary,no,331.0,no,no,cellular,8.0,aug,84.0,4.0,-1.0,0.0,unknown,0.0
19837,,,,,,,,,,,,,,,,,0.0
19838,,,,,,,,,,,,,,,,,0.0
19839,,,,,,,,,,,,,,,,,0.0
19840,46.0,self-employed,married,primary,no,107.0,yes,no,cellular,8.0,aug,109.0,6.0,-1.0,0.0,unknown,0.0
19841,32.0,management,divorced,tertiary,no,5550.0,yes,no,cellular,8.0,aug,89.0,4.0,-1.0,0.0,unknown,0.0
19842,52.0,housemaid,married,primary,no,135.0,no,no,cellular,8.0,aug,172.0,9.0,-1.0,0.0,unknown,0.0
19843,34.0,management,married,tertiary,no,1352.0,no,no,cellular,8.0,aug,265.0,2.0,-1.0,0.0,unknown,0.0
19844,31.0,technician,married,secondary,no,172.0,no,no,cellular,8.0,aug,151.0,2.0,-1.0,0.0,unknown,1.0
19845,,,,,,,,,,,,,,,,,0.0
19846,33.0,management,single,tertiary,no,238.0,no,no,cellular,8.0,aug,80.0,2.0,-1.0,0.0,unknown,0.0
19847,33.0,technician,single,secondary,no,671.0,no,no,cellular,8.0,aug,45.0,2.0,-1.0,0.0,unknown,0.0
19848,,,,,,,,,,,,,,,,,0.0
19849,,,,,,,,,,,,,,,,,1.0
19850,34.0,management,divorced,tertiary,no,221.0,no,no,cellular,8.0,aug,150.0,2.0,-1.0,0.0,unknown,0.0
19851,50.0,entrepreneur,married,secondary,no,2731.0,no,no,cellular,8.0,aug,111.0,2.0,-1.0,0.0,unknown,0.0
19852,,,,,,,,,,,,,,,,,0.0
19853,38.0,management,married,tertiary,no,328.0,no,no,cellular,8.0,aug,230.0,2.0,-1.0,0.0,unknown,0.0
19854,32.0,technician,single,tertiary,no,1150.0,no,no,cellular,8.0,aug,31.0,2.0,-1.0,0.0,unknown,0.0
19855,55.0,management,married,tertiary,no,6880.0,no,no,cellular,8.0,aug,353.0,2.0,-1.0,0.0,unknown,0.0
19856,44.0,management,single,tertiary,no,1424.0,yes,no,cellular,8.0,aug,201.0,2.0,-1.0,0.0,unknown,0.0
19857,52.0,unemployed,married,secondary,no,2142.0,no,no,cellular,8.0,aug,104.0,2.0,-1.0,0.0,unknown,0.0
19858,52.0,technician,married,secondary,no,172.0,yes,yes,cellular,8.0,aug,75.0,2.0,-1.0,0.0,unknown,0.0
19859,,,,,,,,,,,,,,,,,0.0
19860,31.0,technician,married,tertiary,no,311.0,no,yes,cellular,8.0,aug,385.0,2.0,-1.0,0.0,unknown,0.0
19861,60.0,technician,single,tertiary,no,2934.0,no,no,cellular,8.0,aug,233.0,2.0,-1.0,0.0,unknown,0.0
19862,,,,,,,,,,,,,,,,,1.0
19863,,,,,,,,,,,,,,,,,0.0
19864,47.0,blue-collar,married,primary,no,17.0,no,no,cellular,8.0,aug,121.0,2.0,-1.0,0.0,unknown,0.0
19865,57.0,admin.,married,primary,no,853.0,yes,no,cellular,8.0,aug,86.0,4.0,-1.0,0.0,unknown,0.0
19866,39.0,self-employed,divorced,tertiary,no,0.0,no,no,cellular,8.0,aug,34.0,2.0,-1.0,0.0,unknown,0.0
19867,,,,,,,,,,,,,,,,,0.0
19868,,,,,,,,,,,,,,,,,0.0
19869,,,,,,,,,,,,,,,,,0.0
19870,,,,,,,,,,,,,,,,,1.0
19871,41.0,technician,married,secondary,no,187.0,no,no,cellular,8.0,aug,387.0,2.0,-1.0,0.0,unknown,1.0
19872,39.0,management,married,tertiary,no,947.0,no,no,cellular,8.0,aug,124.0,2.0,-1.0,0.0,unknown,0.0
19873,,,,,,,,,,,,,,,,,0.0
19874,51.0,entrepreneur,married,primary,no,805.0,yes,no,cellular,8.0,aug,132.0,4.0,-1.0,0.0,unknown,0.0
19875,58.0,retired,married,primary,no,-257.0,yes,yes,cellular,8.0,aug,163.0,2.0,-1.0,0.0,unknown,1.0
19876,53.0,unemployed,divorced,tertiary,no,0.0,yes,yes,cellular,8.0,aug,140.0,2.0,-1.0,0.0,unknown,0.0
19877,49.0,entrepreneur,married,primary,no,10772.0,no,no,cellular,8.0,aug,89.0,2.0,-1.0,0.0,unknown,0.0
19878,41.0,technician,married,tertiary,no,6961.0,no,no,cellular,8.0,aug,235.0,2.0,-1.0,0.0,unknown,0.0
19879,,,,,,,,,,,,,,,,,1.0
19880,34.0,technician,single,secondary,no,19348.0,yes,no,cellular,8.0,aug,316.0,2.0,-1.0,0.0,unknown,0.0
19881,41.0,technician,single,secondary,no,43.0,no,no,cellular,8.0,aug,420.0,2.0,-1.0,0.0,unknown,0.0
19882,,,,,,,,,,,,,,,,,0.0
19883,32.0,technician,married,tertiary,no,3939.0,no,no,cellular,8.0,aug,209.0,2.0,-1.0,0.0,unknown,0.0
19884,,,,,,,,,,,,,,,,,0.0
19885,46.0,services,married,secondary,no,1034.0,no,no,cellular,8.0,aug,109.0,2.0,-1.0,0.0,unknown,0.0
19886,,,,,,,,,,,,,,,,,0.0
19887,35.0,management,single,tertiary,no,252.0,yes,no,cellular,8.0,aug,89.0,2.0,-1.0,0.0,unknown,0.0
19888,,,,,,,,,,,,,,,,,0.0
19889,55.0,self-employed,married,primary,no,0.0,no,no,cellular,8.0,aug,138.0,2.0,-1.0,0.0,unknown,0.0
19890,31.0,self-employed,married,tertiary,no,1015.0,no,no,cellular,8.0,aug,112.0,2.0,-1.0,0.0,unknown,0.0
19891,,,,,,,,,,,,,,,,,0.0
19892,,,,,,,,,,,,,,,,,0.0
19893,38.0,technician,single,secondary,no,1788.0,no,no,cellular,8.0,aug,391.0,2.0,-1.0,0.0,unknown,0.0
19894,31.0,management,single,tertiary,no,165.0,no,yes,cellular,8.0,aug,523.0,2.0,-1.0,0.0,unknown,0.0
19895,34.0,management,married,tertiary,no,-16.0,no,no,cellular,8.0,aug,108.0,2.0,-1.0,0.0,unknown,0.0
19896,,,,,,,,,,,,,,,,,0.0
19897,,,,,,,,,,,,,,,,,0.0
19898,,,,,,,,,,,,,,,,,0.0
19899,,,,,,,,,,,,,,,,,0.0
19900,45.0,technician,married,tertiary,no,3168.0,no,no,cellular,8.0,aug,109.0,2.0,-1.0,0.0,unknown,0.0
19901,33.0,technician,single,tertiary,no,340.0,no,no,cellular,8.0,aug,348.0,2.0,-1.0,0.0,unknown,0.0
19902,,,,,,,,,,,,,,,,,0.0
19903,,,,,,,,,,,,,,,,,1.0
19904,33.0,management,married,tertiary,no,2604.0,no,no,cellular,8.0,aug,167.0,2.0,-1.0,0.0,unknown,0.0
19905,,,,,,,,,,,,,,,,,0.0
19906,42.0,technician,married,tertiary,no,-805.0,no,no,cellular,8.0,aug,103.0,6.0,-1.0,0.0,unknown,0.0
19907,46.0,blue-collar,married,primary,no,1596.0,no,no,cellular,8.0,aug,417.0,2.0,-1.0,0.0,unknown,0.0
19908,,,,,,,,,,,,,,,,,0.0
19909,47.0,technician,divorced,tertiary,no,8422.0,no,no,cellular,8.0,aug,200.0,4.0,-1.0,0.0,unknown,1.0
19910,31.0,admin.,married,secondary,no,88.0,yes,yes,cellular,8.0,aug,189.0,2.0,-1.0,0.0,unknown,0.0
19911,,,,,,,,,,,,,,,,,0.0
19912,50.0,management,married,tertiary,no,290.0,no,yes,cellular,8.0,aug,50.0,2.0,-1.0,0.0,unknown,0.0
19913,54.0,management,divorced,tertiary,no,-125.0,no,yes,cellular,8.0,aug,107.0,2.0,-1.0,0.0,unknown,0.0
19914,50.0,blue-collar,married,secondary,no,0.0,no,no,cellular,8.0,aug,192.0,2.0,-1.0,0.0,unknown,0.0
19915,,,,,,,,,,,,,,,,,0.0
19916,51.0,blue-collar,married,secondary,no,700.0,no,no,cellular,8.0,aug,237.0,4.0,-1.0,0.0,unknown,0.0
19917,,,,,,,,,,,,,,,,,0.0
19918,45.0,management,married,tertiary,no,4877.0,yes,no,cellular,8.0,aug,172.0,2.0,-1.0,0.0,unknown,0.0
19919,30.0,management,single,tertiary,no,0.0,no,no,cellular,8.0,aug,88.0,5.0,-1.0,0.0,unknown,0.0
19920,32.0,technician,single,secondary,no,4843.0,no,no,cellular,8.0,aug,63.0,4.0,-1.0,0.0,unknown,0.0
19921,38.0,technician,single,secondary,no,4359.0,no,no,cellular,8.0,aug,170.0,2.0,-1.0,0.0,unknown,0.0
19922,,,,,,,,,,,,,,,,,0.0
19923,55.0,management,married,tertiary,no,171.0,yes,no,cellular,8.0,aug,73.0,6.0,-1.0,0.0,unknown,1.0
19924,32.0,technician,single,secondary,no,40.0,no,no,cellular,8.0,aug,419.0,2.0,-1.0,0.0,unknown,0.0
19925,55.0,blue-collar,married,primary,no,9997.0,no,no,cellular,8.0,aug,118.0,2.0,-1.0,0.0,unknown,1.0
19926,49.0,management,divorced,tertiary,no,10.0,no,no,cellular,8.0,aug,169.0,2.0,-1.0,0.0,unknown,0.0
19927,47.0,management,married,tertiary,no,260.0,no,yes,cellular,8.0,aug,138.0,2.0,-1.0,0.0,unknown,0.0
19928,46.0,management,single,tertiary,yes,-344.0,no,no,cellular,8.0,aug,142.0,4.0,-1.0,0.0,unknown,1.0
19929,57.0,retired,married,tertiary,no,815.0,no,no,cellular,8.0,aug,385.0,2.0,-1.0,0.0,unknown,0.0
19930,33.0,management,single,tertiary,no,59.0,yes,no,cellular,8.0,aug,215.0,4.0,-1.0,0.0,unknown,0.0
19931,,,,,,,,,,,,,,,,,1.0
19932,46.0,technician,single,tertiary,no,2739.0,no,no,cellular,8.0,aug,117.0,4.0,-1.0,0.0,unknown,0.0
19933,43.0,admin.,married,secondary,no,324.0,no,no,cellular,8.0,aug,629.0,4.0,-1.0,0.0,unknown,0.0
19934,35.0,management,single,tertiary,no,75.0,no,yes,cellular,8.0,aug,82.0,11.0,-1.0,0.0,unknown,0.0
19935,49.0,admin.,married,secondary,no,1047.0,no,no,cellular,8.0,aug,133.0,4.0,-1.0,0.0,unknown,0.0
19936,38.0,technician,married,tertiary,no,-1.0,no,no,cellular,8.0,aug,188.0,4.0,-1.0,0.0,unknown,0.0
19937,,,,,,,,,,,,,,,,,0.0
19938,35.0,entrepreneur,married,tertiary,no,2723.0,yes,yes,cellular,8.0,aug,275.0,4.0,-1.0,0.0,unknown,0.0
19939,48.0,admin.,married,secondary,no,811.0,no,yes,cellular,8.0,aug,149.0,2.0,-1.0,0.0,unknown,0.0
19940,,,,,,,,,,,,,,,,,0.0
19941,,,,,,,,,,,,,,,,,0.0
19942,,,,,,,,,,,,,,,,,0.0
19943,40.0,management,married,tertiary,no,326.0,no,no,cellular,8.0,aug,236.0,2.0,-1.0,0.0,unknown,0.0
19944,47.0,blue-collar,married,secondary,no,2215.0,no,no,cellular,8.0,aug,194.0,4.0,-1.0,0.0,unknown,0.0
19945,42.0,technician,single,secondary,no,146.0,no,no,cellular,8.0,aug,229.0,2.0,-1.0,0.0,unknown,0.0
19946,,,,,,,,,,,,,,,,,0.0
19947,34.0,technician,married,secondary,no,5266.0,no,no,cellular,8.0,aug,140.0,4.0,-1.0,0.0,unknown,0.0
19948,59.0,housemaid,married,primary,no,116.0,no,no,cellular,8.0,aug,129.0,4.0,-1.0,0.0,unknown,0.0
19949,59.0,technician,divorced,tertiary,no,0.0,no,no,cellular,8.0,aug,124.0,4.0,-1.0,0.0,unknown,1.0
19950,30.0,management,single,tertiary,no,940.0,no,no,cellular,8.0,aug,131.0,2.0,-1.0,0.0,unknown,0.0
19951,43.0,self-employed,married,primary,no,9304.0,no,no,cellular,8.0,aug,362.0,4.0,-1.0,0.0,unknown,1.0
19952,,,,,,,,,,,,,,,,,0.0
19953,,,,,,,,,,,,,,,,,0.0
19954,33.0,technician,married,secondary,no,-534.0,yes,yes,cellular,8.0,aug,16.0,7.0,-1.0,0.0,unknown,0.0
19955,30.0,technician,single,secondary,no,0.0,no,no,cellular,8.0,aug,216.0,2.0,-1.0,0.0,unknown,0.0
19956,,,,,,,,,,,,,,,,,0.0
19957,35.0,technician,married,tertiary,no,944.0,no,no,cellular,8.0,aug,351.0,2.0,-1.0,0.0,unknown,0.0
19958,46.0,admin.,married,secondary,no,2148.0,no,no,cellular,8.0,aug,176.0,4.0,-1.0,0.0,unknown,0.0
19959,51.0,technician,married,secondary,no,19.0,no,yes,cellular,8.0,aug,160.0,4.0,-1.0,0.0,unknown,0.0
19960,,,,,,,,,,,,,,,,,1.0
19961,38.0,management,single,tertiary,no,5244.0,no,no,cellular,8.0,aug,310.0,4.0,-1.0,0.0,unknown,0.0
19962,,,,,,,,,,,,,,,,,0.0
19963,35.0,technician,married,secondary,no,46.0,no,no,cellular,8.0,aug,404.0,4.0,-1.0,0.0,unknown,0.0
19964,,,,,,,,,,,,,,,,,0.0
19965,33.0,management,married,tertiary,no,2374.0,yes,yes,cellular,8.0,aug,212.0,2.0,-1.0,0.0,unknown,0.0
19966,,,,,,,,,,,,,,,,,0.0
19967,46.0,blue-collar,married,secondary,no,723.0,no,no,cellular,8.0,aug,63.0,2.0,-1.0,0.0,unknown,0.0
19968,38.0,management,married,tertiary,no,1074.0,no,no,cellular,8.0,aug,153.0,8.0,-1.0,0.0,unknown,0.0
19969,49.0,services,married,secondary,no,823.0,no,no,cellular,8.0,aug,780.0,4.0,-1.0,0.0,unknown,0.0
19970,41.0,technician,single,secondary,no,2300.0,no,no,cellular,8.0,aug,160.0,6.0,-1.0,0.0,unknown,0.0
19971,,,,,,,,,,,,,,,,,0.0
19972,52.0,services,married,primary,no,1625.0,no,no,cellular,8.0,aug,459.0,2.0,-1.0,0.0,unknown,0.0
19973,35.0,technician,married,secondary,no,254.0,no,no,cellular,8.0,aug,153.0,7.0,-1.0,0.0,unknown,0.0
19974,,,,,,,,,,,,,,,,,0.0
19975,,,,,,,,,,,,,,,,,0.0
19976,,,,,,,,,,,,,,,,,0.0
19977,30.0,management,single,tertiary,no,2900.0,no,no,cellular,8.0,aug,147.0,2.0,-1.0,0.0,unknown,0.0
19978,,,,,,,,,,,,,,,,,0.0
19979,,,,,,,,,,,,,,,,,1.0
19980,35.0,self-employed,married,tertiary,no,1987.0,no,no,cellular,8.0,aug,335.0,3.0,-1.0,0.0,unknown,0.0
19981,,,,,,,,,,,,,,,,,0.0
19982,37.0,management,married,tertiary,no,5016.0,no,no,cellular,8.0,aug,119.0,1.0,-1.0,0.0,unknown,0.0
19983,32.0,technician,single,tertiary,no,881.0,no,no,cellular,8.0,aug,79.0,1.0,-1.0,0.0,unknown,0.0
19984,,,,,,,,,,,,,,,,,0.0
19985,40.0,technician,married,secondary,no,84.0,yes,no,cellular,8.0,aug,119.0,3.0,-1.0,0.0,unknown,0.0
19986,33.0,management,married,tertiary,no,2907.0,no,no,cellular,8.0,aug,116.0,1.0,-1.0,0.0,unknown,0.0
19987,57.0,management,married,tertiary,no,1963.0,no,yes,cellular,8.0,aug,178.0,3.0,-1.0,0.0,unknown,0.0
19988,,,,,,,,,,,,,,,,,0.0
19989,38.0,management,married,tertiary,no,484.0,yes,no,cellular,8.0,aug,173.0,8.0,-1.0,0.0,unknown,0.0
19990,,,,,,,,,,,,,,,,,1.0
19991,34.0,technician,single,tertiary,no,19.0,no,no,cellular,8.0,aug,79.0,3.0,-1.0,0.0,unknown,0.0
19992,32.0,admin.,married,secondary,no,2711.0,no,no,cellular,8.0,aug,193.0,1.0,-1.0,0.0,unknown,0.0
19993,32.0,housemaid,married,primary,no,3786.0,no,no,cellular,8.0,aug,93.0,1.0,-1.0,0.0,unknown,0.0
19994,31.0,technician,married,tertiary,no,120.0,no,no,cellular,8.0,aug,1000.0,1.0,-1.0,0.0,unknown,0.0
19995,,,,,,,,,,,,,,,,,0.0
19996,,,,,,,,,,,,,,,,,0.0
19997,,,,,,,,,,,,,,,,,0.0
19998,,,,,,,,,,,,,,,,,0.0
19999,,,,,,,,,,,,,,,,,0.0
20000,35.0,housemaid,married,primary,no,77.0,no,no,cellular,8.0,aug,191.0,1.0,-1.0,0.0,unknown,0.0
20001,,,,,,,,,,,,,,,,,0.0
20002,,,,,,,,,,,,,,,,,0.0
20003,33.0,technician,single,tertiary,no,6127.0,no,no,cellular,8.0,aug,127.0,3.0,-1.0,0.0,unknown,0.0
20004,32.0,management,married,tertiary,no,0.0,no,no,cellular,8.0,aug,83.0,1.0,-1.0,0.0,unknown,0.0
20005,39.0,technician,single,tertiary,no,1190.0,no,no,cellular,8.0,aug,136.0,1.0,-1.0,0.0,unknown,0.0
20006,36.0,technician,married,tertiary,no,4388.0,no,no,cellular,8.0,aug,52.0,3.0,-1.0,0.0,unknown,0.0
20007,57.0,management,married,tertiary,no,1171.0,no,no,cellular,8.0,aug,448.0,5.0,-1.0,0.0,unknown,0.0
20008,49.0,blue-collar,married,secondary,no,1264.0,no,no,cellular,8.0,aug,140.0,3.0,-1.0,0.0,unknown,0.0
20009,35.0,management,married,tertiary,no,2957.0,yes,yes,cellular,8.0,aug,733.0,3.0,-1.0,0.0,unknown,0.0
20010,48.0,blue-collar,married,secondary,no,2083.0,no,no,cellular,8.0,aug,88.0,3.0,-1.0,0.0,unknown,0.0
20011,40.0,housemaid,married,secondary,no,949.0,no,no,cellular,8.0,aug,182.0,1.0,-1.0,0.0,unknown,0.0
20012,32.0,technician,single,secondary,no,483.0,no,no,cellular,8.0,aug,580.0,3.0,-1.0,0.0,unknown,0.0
20013,52.0,unemployed,married,secondary,no,1639.0,no,no,cellular,8.0,aug,93.0,1.0,-1.0,0.0,unknown,0.0
20014,,,,,,,,,,,,,,,,,0.0
20015,,,,,,,,,,,,,,,,,1.0
20016,34.0,management,single,tertiary,no,2455.0,no,no,cellular,8.0,aug,244.0,6.0,-1.0,0.0,unknown,0.0
20017,31.0,management,single,tertiary,no,2.0,no,no,cellular,8.0,aug,848.0,1.0,-1.0,0.0,unknown,0.0
