,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
28218,27.0,admin.,single,tertiary,no,73.0,no,no,cellular,29.0,jan,242.0,1.0,-1.0,0.0,unknown,1
16166,36.0,admin.,married,secondary,no,286.0,yes,no,cellular,22.0,jul,167.0,9.0,-1.0,0.0,unknown,1
24064,33.0,services,married,secondary,no,3444.0,yes,no,telephone,21.0,oct,144.0,1.0,91.0,4.0,failure,2
13114,30.0,technician,married,secondary,no,139.0,no,yes,cellular,8.0,jul,1046.0,2.0,-1.0,0.0,unknown,1
12698,59.0,management,married,unknown,no,147.0,no,no,cellular,7.0,jul,119.0,3.0,-1.0,0.0,unknown,1
14525,52.0,technician,married,unknown,no,370.0,yes,no,cellular,15.0,jul,101.0,2.0,-1.0,0.0,unknown,1
18600,32.0,management,married,tertiary,no,3.0,yes,no,cellular,31.0,jul,22.0,27.0,-1.0,0.0,unknown,1
30419,52.0,unemployed,married,secondary,no,-307.0,no,no,cellular,5.0,feb,272.0,1.0,-1.0,0.0,unknown,1
33902,45.0,management,married,tertiary,no,160.0,no,no,cellular,30.0,apr,619.0,1.0,-1.0,0.0,unknown,2
27605,50.0,management,married,tertiary,no,4374.0,yes,no,cellular,21.0,nov,163.0,2.0,113.0,3.0,failure,1
33067,44.0,management,divorced,tertiary,no,213.0,yes,no,cellular,20.0,apr,65.0,2.0,-1.0,0.0,unknown,1
17509,37.0,services,married,secondary,no,3.0,yes,no,cellular,29.0,jul,88.0,6.0,-1.0,0.0,unknown,1
19205,61.0,retired,married,secondary,no,77.0,no,no,cellular,6.0,aug,455.0,4.0,-1.0,0.0,unknown,2
4648,32.0,blue-collar,married,secondary,no,2366.0,yes,no,unknown,20.0,may,127.0,2.0,-1.0,0.0,unknown,1
9702,39.0,blue-collar,single,secondary,no,1170.0,no,no,unknown,6.0,jun,383.0,1.0,-1.0,0.0,unknown,1
37113,43.0,housemaid,single,primary,no,800.0,yes,no,cellular,13.0,may,902.0,1.0,-1.0,0.0,unknown,2
10693,55.0,management,married,tertiary,no,0.0,no,no,unknown,16.0,jun,607.0,2.0,-1.0,0.0,unknown,1
34245,57.0,admin.,single,secondary,no,738.0,no,no,cellular,4.0,may,490.0,3.0,168.0,1.0,failure,1
22546,32.0,technician,married,tertiary,no,0.0,no,no,cellular,22.0,aug,277.0,3.0,-1.0,0.0,unknown,1
12949,50.0,self-employed,divorced,tertiary,no,387.0,no,no,cellular,7.0,jul,221.0,8.0,-1.0,0.0,unknown,1
16261,60.0,entrepreneur,married,primary,no,0.0,no,no,telephone,23.0,jul,40.0,1.0,-1.0,0.0,unknown,1
36136,32.0,blue-collar,married,primary,no,-94.0,yes,yes,cellular,11.0,may,308.0,1.0,-1.0,0.0,unknown,1
31531,67.0,retired,married,primary,no,4066.0,no,no,cellular,2.0,apr,104.0,6.0,-1.0,0.0,unknown,1
24970,39.0,self-employed,married,tertiary,no,585.0,yes,no,cellular,18.0,nov,48.0,1.0,181.0,3.0,failure,1
27862,29.0,admin.,married,secondary,no,19.0,no,no,cellular,28.0,jan,80.0,1.0,-1.0,0.0,unknown,1
31402,39.0,management,married,secondary,no,2981.0,no,no,cellular,26.0,mar,200.0,1.0,-1.0,0.0,unknown,2
44320,22.0,unemployed,single,tertiary,no,993.0,no,no,cellular,28.0,jul,115.0,3.0,93.0,1.0,other,2
25939,36.0,unemployed,single,tertiary,no,536.0,no,no,cellular,19.0,nov,520.0,1.0,-1.0,0.0,unknown,1
20340,30.0,management,single,tertiary,no,6493.0,no,no,cellular,11.0,aug,132.0,5.0,-1.0,0.0,unknown,1
22660,53.0,unknown,married,unknown,no,0.0,no,no,cellular,25.0,aug,209.0,5.0,-1.0,0.0,unknown,1
38770,34.0,admin.,married,secondary,no,95.0,yes,no,cellular,18.0,may,114.0,4.0,364.0,22.0,other,1
34688,42.0,services,single,secondary,no,241.0,yes,no,cellular,5.0,may,704.0,2.0,-1.0,0.0,unknown,1
24332,34.0,student,single,unknown,no,5827.0,no,no,cellular,17.0,nov,97.0,2.0,-1.0,0.0,unknown,1
26809,37.0,blue-collar,single,secondary,no,3572.0,yes,yes,cellular,20.0,nov,341.0,2.0,-1.0,0.0,unknown,1
20519,30.0,management,single,tertiary,no,-672.0,no,no,cellular,12.0,aug,130.0,2.0,-1.0,0.0,unknown,1
23098,39.0,technician,single,secondary,no,3867.0,no,no,cellular,26.0,aug,257.0,12.0,-1.0,0.0,unknown,1
28730,34.0,services,single,secondary,no,2257.0,no,yes,telephone,30.0,jan,568.0,2.0,-1.0,0.0,unknown,1
3437,44.0,management,married,secondary,no,38.0,yes,no,unknown,15.0,may,152.0,2.0,-1.0,0.0,unknown,1
28298,34.0,management,single,tertiary,no,647.0,yes,no,cellular,29.0,jan,392.0,1.0,-1.0,0.0,unknown,1
11181,39.0,entrepreneur,married,tertiary,no,2310.0,yes,yes,unknown,18.0,jun,104.0,1.0,-1.0,0.0,unknown,1
26429,52.0,blue-collar,married,secondary,no,4269.0,yes,yes,cellular,20.0,nov,44.0,1.0,-1.0,0.0,unknown,1
27618,30.0,self-employed,married,tertiary,no,1036.0,yes,yes,cellular,21.0,nov,82.0,2.0,-1.0,0.0,unknown,1
2179,31.0,admin.,single,secondary,no,130.0,yes,yes,unknown,12.0,may,132.0,1.0,-1.0,0.0,unknown,1
24700,38.0,services,married,secondary,no,18.0,yes,yes,cellular,17.0,nov,118.0,2.0,-1.0,0.0,unknown,1
39768,47.0,technician,married,tertiary,no,213.0,no,no,cellular,1.0,jun,154.0,1.0,-1.0,0.0,unknown,1
27235,34.0,technician,married,secondary,no,5553.0,yes,no,cellular,21.0,nov,798.0,2.0,182.0,5.0,failure,1
21769,49.0,management,single,tertiary,no,370.0,no,no,cellular,19.0,aug,386.0,3.0,-1.0,0.0,unknown,1
42512,34.0,services,married,secondary,no,1337.0,no,no,cellular,17.0,dec,330.0,2.0,127.0,3.0,success,2
9872,57.0,housemaid,married,primary,no,473.0,no,no,unknown,9.0,jun,87.0,1.0,-1.0,0.0,unknown,1
41856,34.0,services,single,tertiary,no,3119.0,no,no,cellular,16.0,oct,306.0,1.0,-1.0,0.0,unknown,2
20670,36.0,management,married,tertiary,no,0.0,no,no,cellular,12.0,aug,243.0,3.0,-1.0,0.0,unknown,1
17898,33.0,blue-collar,married,secondary,no,5441.0,yes,no,cellular,30.0,jul,312.0,6.0,-1.0,0.0,unknown,1
5259,33.0,blue-collar,married,primary,no,392.0,yes,no,unknown,23.0,may,302.0,1.0,-1.0,0.0,unknown,1
34605,37.0,admin.,single,secondary,no,686.0,yes,no,cellular,5.0,may,253.0,3.0,280.0,2.0,failure,1
43999,30.0,blue-collar,single,primary,no,185.0,no,no,unknown,26.0,jun,11.0,1.0,-1.0,0.0,unknown,1
41726,68.0,retired,married,primary,no,2398.0,no,no,cellular,8.0,oct,352.0,1.0,-1.0,0.0,unknown,1
25525,32.0,blue-collar,married,secondary,no,2089.0,yes,no,cellular,19.0,nov,192.0,1.0,5.0,1.0,success,1
8068,35.0,blue-collar,married,secondary,no,80.0,yes,yes,unknown,2.0,jun,579.0,2.0,-1.0,0.0,unknown,1
37028,32.0,management,single,tertiary,no,7444.0,yes,yes,cellular,13.0,may,22.0,1.0,370.0,1.0,failure,1
5366,32.0,self-employed,married,primary,no,-6.0,no,no,unknown,23.0,may,881.0,2.0,-1.0,0.0,unknown,1
4638,33.0,management,single,secondary,no,0.0,no,no,unknown,20.0,may,190.0,2.0,-1.0,0.0,unknown,1
6748,44.0,admin.,married,secondary,no,72.0,yes,yes,unknown,28.0,may,821.0,2.0,-1.0,0.0,unknown,1
36573,44.0,blue-collar,married,primary,no,1147.0,yes,no,cellular,12.0,may,23.0,1.0,-1.0,0.0,unknown,1
40492,69.0,retired,married,tertiary,no,473.0,no,no,cellular,7.0,jul,112.0,1.0,78.0,1.0,failure,1
10808,55.0,management,single,tertiary,no,854.0,yes,yes,unknown,17.0,jun,98.0,4.0,-1.0,0.0,unknown,1
37329,29.0,technician,single,secondary,no,0.0,yes,yes,cellular,13.0,may,77.0,4.0,-1.0,0.0,unknown,1
27980,28.0,services,single,secondary,no,0.0,no,no,cellular,28.0,jan,452.0,1.0,-1.0,0.0,unknown,1
18423,49.0,admin.,married,secondary,no,1629.0,no,no,cellular,31.0,jul,57.0,2.0,-1.0,0.0,unknown,1
10701,37.0,admin.,married,tertiary,no,2741.0,no,no,unknown,16.0,jun,204.0,4.0,-1.0,0.0,unknown,1
17559,58.0,management,married,tertiary,no,1517.0,yes,no,telephone,29.0,jul,7.0,5.0,-1.0,0.0,unknown,1
3956,42.0,admin.,married,unknown,no,642.0,yes,yes,unknown,16.0,may,509.0,2.0,-1.0,0.0,unknown,1
44321,27.0,student,single,tertiary,no,311.0,no,no,cellular,28.0,jul,462.0,1.0,148.0,4.0,success,2
7760,52.0,admin.,married,primary,no,2255.0,yes,no,unknown,30.0,may,178.0,2.0,-1.0,0.0,unknown,1
31832,35.0,management,married,tertiary,no,24.0,yes,no,cellular,8.0,apr,169.0,1.0,231.0,2.0,failure,1
1755,34.0,unemployed,divorced,secondary,no,354.0,yes,no,unknown,9.0,may,308.0,1.0,-1.0,0.0,unknown,1
40133,31.0,blue-collar,married,primary,no,1644.0,no,no,cellular,5.0,jun,247.0,3.0,-1.0,0.0,unknown,1
2247,44.0,blue-collar,married,secondary,no,78.0,yes,no,unknown,12.0,may,253.0,2.0,-1.0,0.0,unknown,1
20785,40.0,technician,married,secondary,no,372.0,yes,no,cellular,13.0,aug,100.0,2.0,-1.0,0.0,unknown,1
9782,56.0,admin.,married,secondary,no,2146.0,no,yes,unknown,9.0,jun,594.0,1.0,-1.0,0.0,unknown,1
43692,59.0,management,married,tertiary,no,138.0,yes,yes,cellular,13.0,may,106.0,1.0,280.0,4.0,failure,1
1488,50.0,blue-collar,married,primary,no,1164.0,yes,no,unknown,8.0,may,166.0,2.0,-1.0,0.0,unknown,1
43863,54.0,management,divorced,tertiary,no,496.0,no,no,cellular,2.0,jun,161.0,1.0,140.0,3.0,success,1
10639,53.0,blue-collar,married,primary,no,4641.0,no,no,unknown,16.0,jun,356.0,2.0,-1.0,0.0,unknown,1
12942,28.0,unemployed,single,secondary,yes,-1270.0,no,yes,telephone,7.0,jul,237.0,2.0,-1.0,0.0,unknown,1
26032,40.0,blue-collar,married,secondary,no,0.0,yes,yes,cellular,19.0,nov,53.0,2.0,-1.0,0.0,unknown,1
21638,36.0,technician,married,tertiary,no,71.0,no,no,cellular,19.0,aug,587.0,2.0,-1.0,0.0,unknown,1
19271,45.0,blue-collar,married,primary,no,2433.0,no,no,cellular,6.0,aug,133.0,2.0,-1.0,0.0,unknown,1
19643,44.0,technician,married,secondary,no,1371.0,no,no,cellular,7.0,aug,159.0,3.0,-1.0,0.0,unknown,1
21776,53.0,technician,married,secondary,no,1344.0,no,no,cellular,19.0,aug,85.0,6.0,-1.0,0.0,unknown,1
17239,48.0,technician,married,secondary,no,759.0,yes,no,cellular,28.0,jul,84.0,5.0,-1.0,0.0,unknown,1
31357,44.0,management,married,tertiary,no,3665.0,no,no,cellular,17.0,mar,325.0,1.0,-1.0,0.0,unknown,1
4030,57.0,retired,married,primary,no,70.0,yes,yes,unknown,16.0,may,186.0,5.0,-1.0,0.0,unknown,1
15034,55.0,retired,divorced,secondary,no,138.0,no,no,cellular,17.0,jul,205.0,1.0,-1.0,0.0,unknown,1
25808,42.0,technician,married,secondary,no,300.0,yes,no,cellular,19.0,nov,76.0,1.0,-1.0,0.0,unknown,1
28269,42.0,technician,single,secondary,no,-1.0,no,no,cellular,29.0,jan,259.0,1.0,-1.0,0.0,unknown,1
14006,41.0,entrepreneur,married,primary,no,1331.0,no,no,telephone,10.0,jul,465.0,7.0,-1.0,0.0,unknown,1
44313,55.0,technician,married,tertiary,no,1320.0,no,no,cellular,28.0,jul,340.0,1.0,91.0,2.0,success,2
23584,42.0,technician,divorced,secondary,no,37.0,no,no,cellular,28.0,aug,28.0,16.0,-1.0,0.0,unknown,1
29433,43.0,services,single,secondary,no,21.0,no,no,cellular,3.0,feb,203.0,3.0,-1.0,0.0,unknown,1
18984,48.0,technician,married,secondary,no,3069.0,no,no,cellular,4.0,aug,597.0,2.0,-1.0,0.0,unknown,1
3933,41.0,blue-collar,married,primary,no,208.0,yes,no,unknown,16.0,may,315.0,3.0,-1.0,0.0,unknown,1
35114,35.0,blue-collar,married,primary,no,2953.0,yes,no,telephone,6.0,may,97.0,2.0,-1.0,0.0,unknown,1
30659,27.0,technician,single,secondary,no,0.0,no,no,cellular,6.0,feb,161.0,1.0,-1.0,0.0,unknown,1
22218,53.0,admin.,married,secondary,no,105.0,no,yes,cellular,21.0,aug,74.0,2.0,-1.0,0.0,unknown,1
26320,31.0,unemployed,single,unknown,no,167.0,no,no,cellular,20.0,nov,316.0,1.0,-1.0,0.0,unknown,1
35116,30.0,blue-collar,married,secondary,no,-71.0,yes,no,cellular,6.0,may,165.0,2.0,-1.0,0.0,unknown,1
16706,48.0,blue-collar,divorced,secondary,no,271.0,yes,yes,cellular,24.0,jul,23.0,1.0,-1.0,0.0,unknown,1
33705,32.0,management,single,tertiary,no,462.0,no,no,cellular,21.0,apr,252.0,1.0,-1.0,0.0,unknown,1
702,33.0,admin.,married,secondary,no,21.0,no,no,unknown,6.0,may,189.0,3.0,-1.0,0.0,unknown,1
10205,44.0,management,single,tertiary,no,825.0,yes,no,unknown,11.0,jun,427.0,2.0,-1.0,0.0,unknown,1
39272,33.0,self-employed,single,secondary,no,136.0,yes,no,cellular,18.0,may,30.0,2.0,336.0,13.0,other,1
24510,50.0,management,married,tertiary,no,830.0,no,no,cellular,17.0,nov,71.0,1.0,138.0,2.0,failure,1
16003,37.0,admin.,married,secondary,no,121.0,no,no,cellular,22.0,jul,22.0,6.0,-1.0,0.0,unknown,1
13881,33.0,blue-collar,married,secondary,no,1786.0,no,no,cellular,10.0,jul,209.0,1.0,-1.0,0.0,unknown,1
12973,53.0,blue-collar,married,secondary,no,143.0,yes,no,cellular,7.0,jul,122.0,5.0,-1.0,0.0,unknown,1
44266,33.0,admin.,single,tertiary,no,146.0,no,no,cellular,23.0,jul,351.0,3.0,-1.0,0.0,unknown,2
14748,52.0,admin.,married,secondary,no,82.0,yes,yes,telephone,15.0,jul,1142.0,4.0,-1.0,0.0,unknown,1
43511,43.0,self-employed,married,tertiary,no,3157.0,no,no,cellular,21.0,apr,381.0,2.0,330.0,17.0,other,1
471,39.0,housemaid,single,primary,no,109.0,yes,no,unknown,6.0,may,699.0,3.0,-1.0,0.0,unknown,1
16782,26.0,technician,single,secondary,no,3382.0,no,no,cellular,24.0,jul,844.0,5.0,-1.0,0.0,unknown,1
22082,38.0,technician,single,secondary,no,0.0,no,no,cellular,21.0,aug,66.0,2.0,-1.0,0.0,unknown,1
14009,27.0,entrepreneur,married,tertiary,no,-23.0,no,no,cellular,10.0,jul,123.0,4.0,-1.0,0.0,unknown,1
28179,35.0,technician,married,secondary,no,149.0,yes,no,cellular,29.0,jan,99.0,1.0,245.0,2.0,failure,1
22655,36.0,management,single,tertiary,no,86.0,no,no,cellular,25.0,aug,48.0,4.0,-1.0,0.0,unknown,1
7171,46.0,blue-collar,married,secondary,no,176.0,no,no,unknown,29.0,may,131.0,1.0,-1.0,0.0,unknown,1
9301,45.0,self-employed,married,tertiary,no,334.0,no,no,unknown,5.0,jun,87.0,2.0,-1.0,0.0,unknown,1
7393,45.0,management,married,tertiary,no,1929.0,yes,no,unknown,29.0,may,44.0,15.0,-1.0,0.0,unknown,1
24890,57.0,unemployed,married,secondary,no,1681.0,no,no,cellular,18.0,nov,226.0,1.0,-1.0,0.0,unknown,1
20971,39.0,technician,married,secondary,no,5574.0,no,no,cellular,14.0,aug,102.0,2.0,-1.0,0.0,unknown,1
39545,30.0,technician,single,tertiary,no,411.0,no,no,cellular,26.0,may,111.0,1.0,35.0,1.0,failure,1
21383,39.0,management,married,tertiary,no,3913.0,no,no,cellular,18.0,aug,150.0,4.0,-1.0,0.0,unknown,1
28285,34.0,management,married,tertiary,no,276.0,no,no,cellular,29.0,jan,216.0,1.0,-1.0,0.0,unknown,1
2679,50.0,management,single,tertiary,no,1300.0,yes,no,unknown,13.0,may,379.0,2.0,-1.0,0.0,unknown,1
6556,38.0,blue-collar,single,primary,no,199.0,yes,no,unknown,27.0,may,268.0,4.0,-1.0,0.0,unknown,1
31256,50.0,management,married,secondary,no,268.0,no,no,cellular,5.0,mar,61.0,2.0,-1.0,0.0,unknown,1
20892,30.0,management,married,tertiary,no,388.0,no,no,cellular,13.0,aug,157.0,1.0,-1.0,0.0,unknown,1
5697,56.0,technician,married,secondary,no,463.0,no,no,unknown,26.0,may,131.0,2.0,-1.0,0.0,unknown,1
27051,33.0,admin.,married,secondary,no,0.0,yes,no,cellular,21.0,nov,57.0,6.0,-1.0,0.0,unknown,1
12820,49.0,blue-collar,married,primary,no,-167.0,no,no,cellular,7.0,jul,51.0,1.0,-1.0,0.0,unknown,1
8820,23.0,technician,single,secondary,no,-306.0,yes,no,unknown,4.0,jun,217.0,2.0,-1.0,0.0,unknown,1
15802,35.0,entrepreneur,single,secondary,no,475.0,no,yes,cellular,21.0,jul,936.0,4.0,-1.0,0.0,unknown,1
18221,54.0,technician,single,secondary,no,23.0,no,no,cellular,30.0,jul,93.0,4.0,-1.0,0.0,unknown,1
5674,49.0,blue-collar,married,primary,no,383.0,yes,yes,unknown,26.0,may,31.0,1.0,-1.0,0.0,unknown,1
31777,37.0,admin.,single,secondary,no,810.0,yes,no,cellular,8.0,apr,376.0,1.0,295.0,1.0,failure,1
41599,71.0,retired,married,primary,no,4847.0,no,no,cellular,16.0,sep,657.0,2.0,-1.0,0.0,unknown,1
22916,42.0,management,married,tertiary,no,0.0,no,no,cellular,26.0,aug,179.0,16.0,-1.0,0.0,unknown,1
36943,33.0,admin.,single,secondary,no,422.0,yes,no,cellular,12.0,may,235.0,2.0,361.0,2.0,failure,1
16580,56.0,management,divorced,tertiary,no,535.0,yes,no,cellular,24.0,jul,67.0,1.0,-1.0,0.0,unknown,1
28825,45.0,management,married,tertiary,no,-61.0,no,no,cellular,30.0,jan,90.0,5.0,172.0,1.0,failure,1
42194,67.0,management,married,tertiary,no,405.0,no,no,cellular,10.0,nov,344.0,2.0,95.0,2.0,success,2
39408,39.0,management,married,tertiary,no,622.0,no,no,cellular,22.0,may,181.0,2.0,184.0,1.0,failure,1
6292,31.0,admin.,single,secondary,no,-302.0,yes,yes,unknown,27.0,may,235.0,5.0,-1.0,0.0,unknown,1
3669,29.0,blue-collar,married,secondary,no,1956.0,yes,no,unknown,16.0,may,266.0,6.0,-1.0,0.0,unknown,1
4407,39.0,blue-collar,married,secondary,no,298.0,yes,no,unknown,20.0,may,216.0,1.0,-1.0,0.0,unknown,1
6865,34.0,technician,married,secondary,no,1246.0,no,no,unknown,28.0,may,88.0,3.0,-1.0,0.0,unknown,1
37636,41.0,blue-collar,married,secondary,no,14.0,yes,no,cellular,14.0,may,161.0,3.0,-1.0,0.0,unknown,1
18711,41.0,blue-collar,married,secondary,no,1293.0,no,no,telephone,31.0,jul,350.0,15.0,-1.0,0.0,unknown,1
7792,48.0,services,married,secondary,no,7019.0,yes,no,unknown,30.0,may,465.0,3.0,-1.0,0.0,unknown,1
26040,52.0,admin.,married,secondary,no,1648.0,yes,no,cellular,19.0,nov,172.0,3.0,-1.0,0.0,unknown,1
38950,32.0,admin.,single,secondary,no,211.0,yes,no,cellular,18.0,may,114.0,1.0,-1.0,0.0,unknown,1
25908,33.0,housemaid,married,primary,no,2293.0,yes,no,cellular,19.0,nov,457.0,2.0,-1.0,0.0,unknown,1
13506,37.0,management,married,unknown,no,247.0,no,no,cellular,9.0,jul,366.0,1.0,-1.0,0.0,unknown,1
27581,33.0,blue-collar,divorced,secondary,no,744.0,yes,no,cellular,21.0,nov,59.0,3.0,-1.0,0.0,unknown,1
43877,68.0,retired,married,unknown,no,3701.0,no,no,telephone,8.0,jun,149.0,1.0,-1.0,0.0,unknown,1
524,53.0,retired,married,primary,no,136.0,yes,no,unknown,6.0,may,267.0,2.0,-1.0,0.0,unknown,1
175,53.0,admin.,divorced,secondary,no,1151.0,yes,no,unknown,5.0,may,412.0,1.0,-1.0,0.0,unknown,1
8424,49.0,blue-collar,married,primary,no,2068.0,yes,no,unknown,3.0,jun,45.0,1.0,-1.0,0.0,unknown,1
10946,50.0,housemaid,married,tertiary,no,6181.0,no,no,unknown,17.0,jun,1162.0,2.0,-1.0,0.0,unknown,1
11514,37.0,admin.,married,secondary,no,0.0,no,yes,unknown,19.0,jun,176.0,2.0,-1.0,0.0,unknown,1
509,26.0,admin.,single,secondary,no,712.0,yes,no,unknown,6.0,may,232.0,1.0,-1.0,0.0,unknown,1
38168,28.0,technician,single,tertiary,no,558.0,yes,no,cellular,15.0,may,300.0,1.0,-1.0,0.0,unknown,1
1182,29.0,admin.,divorced,secondary,no,1320.0,yes,yes,unknown,8.0,may,489.0,1.0,-1.0,0.0,unknown,1
24009,52.0,technician,married,secondary,no,64.0,no,no,telephone,29.0,aug,20.0,2.0,-1.0,0.0,unknown,1
27145,49.0,technician,married,secondary,no,175.0,yes,yes,cellular,21.0,nov,70.0,1.0,-1.0,0.0,unknown,1
39117,47.0,technician,married,secondary,no,536.0,yes,no,cellular,18.0,may,778.0,2.0,336.0,2.0,success,1
13059,26.0,management,single,tertiary,no,122.0,no,yes,cellular,8.0,jul,160.0,1.0,-1.0,0.0,unknown,1
6117,58.0,management,divorced,tertiary,no,-197.0,yes,no,unknown,27.0,may,277.0,4.0,-1.0,0.0,unknown,1
14593,42.0,blue-collar,single,secondary,no,-178.0,yes,no,cellular,15.0,jul,178.0,3.0,-1.0,0.0,unknown,1
19820,49.0,admin.,married,secondary,no,2116.0,no,no,cellular,8.0,aug,109.0,3.0,-1.0,0.0,unknown,1
26312,42.0,entrepreneur,married,secondary,no,0.0,yes,no,cellular,20.0,nov,73.0,4.0,-1.0,0.0,unknown,1
17121,46.0,blue-collar,married,primary,no,-271.0,yes,no,cellular,25.0,jul,65.0,2.0,-1.0,0.0,unknown,1
36359,48.0,entrepreneur,married,secondary,no,0.0,yes,no,cellular,11.0,may,430.0,3.0,-1.0,0.0,unknown,1
43468,45.0,blue-collar,single,primary,no,116.0,no,no,unknown,13.0,apr,122.0,1.0,-1.0,0.0,unknown,2
27162,39.0,technician,married,secondary,no,0.0,yes,yes,cellular,21.0,nov,83.0,1.0,-1.0,0.0,unknown,1
4279,40.0,blue-collar,divorced,secondary,no,125.0,yes,no,unknown,19.0,may,349.0,2.0,-1.0,0.0,unknown,1
5335,32.0,blue-collar,married,secondary,no,2549.0,yes,no,unknown,23.0,may,246.0,3.0,-1.0,0.0,unknown,1
30025,35.0,blue-collar,divorced,primary,no,21.0,yes,no,cellular,4.0,feb,166.0,2.0,-1.0,0.0,unknown,1
123,43.0,services,married,secondary,no,41.0,yes,yes,unknown,5.0,may,127.0,2.0,-1.0,0.0,unknown,1
19497,35.0,management,married,tertiary,no,260.0,no,no,cellular,7.0,aug,358.0,2.0,-1.0,0.0,unknown,1
257,30.0,technician,single,secondary,no,2573.0,yes,no,unknown,5.0,may,67.0,2.0,-1.0,0.0,unknown,1
35230,42.0,blue-collar,married,primary,no,1461.0,yes,no,cellular,7.0,may,757.0,2.0,170.0,3.0,failure,2
30127,32.0,self-employed,married,tertiary,no,322.0,yes,no,cellular,4.0,feb,192.0,2.0,272.0,1.0,failure,1
5279,32.0,management,single,tertiary,no,11315.0,no,no,unknown,23.0,may,286.0,1.0,-1.0,0.0,unknown,1
31555,56.0,admin.,married,primary,no,0.0,yes,no,cellular,3.0,apr,353.0,2.0,227.0,4.0,failure,1
35161,30.0,management,married,secondary,no,-559.0,yes,yes,cellular,7.0,may,98.0,1.0,167.0,2.0,failure,1
34661,59.0,blue-collar,married,secondary,no,5314.0,yes,no,cellular,5.0,may,200.0,3.0,-1.0,0.0,unknown,1
37229,32.0,blue-collar,single,secondary,no,322.0,yes,no,cellular,13.0,may,233.0,3.0,-1.0,0.0,unknown,1
4973,34.0,management,married,tertiary,no,0.0,yes,no,unknown,21.0,may,88.0,2.0,-1.0,0.0,unknown,1
16299,53.0,housemaid,married,tertiary,no,2353.0,yes,no,cellular,23.0,jul,471.0,2.0,-1.0,0.0,unknown,1
29229,38.0,management,married,tertiary,no,1308.0,yes,no,cellular,2.0,feb,626.0,1.0,-1.0,0.0,unknown,2
21396,53.0,services,married,secondary,no,4994.0,no,no,cellular,18.0,aug,62.0,6.0,-1.0,0.0,unknown,1
35445,48.0,admin.,married,secondary,no,368.0,yes,no,telephone,7.0,may,430.0,2.0,367.0,2.0,failure,1
12232,38.0,blue-collar,married,secondary,no,0.0,no,no,unknown,20.0,jun,152.0,5.0,-1.0,0.0,unknown,1
20103,49.0,blue-collar,married,primary,no,-232.0,no,yes,cellular,11.0,aug,106.0,2.0,-1.0,0.0,unknown,1
33505,33.0,technician,married,secondary,no,1968.0,yes,no,cellular,20.0,apr,1817.0,3.0,-1.0,0.0,unknown,2
31790,60.0,admin.,divorced,secondary,no,12039.0,no,no,telephone,8.0,apr,236.0,1.0,-1.0,0.0,unknown,2
35808,43.0,self-employed,married,secondary,no,0.0,yes,no,cellular,8.0,may,131.0,1.0,-1.0,0.0,unknown,1
21685,57.0,retired,married,secondary,no,-133.0,no,no,cellular,19.0,aug,197.0,2.0,-1.0,0.0,unknown,1
31151,78.0,retired,married,primary,no,2735.0,no,no,telephone,26.0,feb,418.0,2.0,-1.0,0.0,unknown,1
24645,43.0,management,married,tertiary,no,1781.0,no,no,cellular,17.0,nov,69.0,2.0,-1.0,0.0,unknown,1
30819,37.0,blue-collar,married,secondary,no,688.0,yes,no,cellular,9.0,feb,158.0,2.0,279.0,2.0,failure,1
7832,47.0,technician,married,secondary,no,1387.0,yes,no,unknown,30.0,may,219.0,4.0,-1.0,0.0,unknown,1
42597,50.0,entrepreneur,divorced,tertiary,no,315.0,no,no,cellular,8.0,jan,249.0,1.0,119.0,1.0,failure,1
11132,58.0,unemployed,divorced,secondary,no,7798.0,no,no,unknown,18.0,jun,247.0,5.0,-1.0,0.0,unknown,1
42076,30.0,technician,single,tertiary,no,53.0,no,no,cellular,30.0,oct,155.0,1.0,184.0,1.0,success,1
21726,42.0,management,married,tertiary,no,559.0,no,no,cellular,19.0,aug,88.0,1.0,-1.0,0.0,unknown,1
9967,49.0,management,married,secondary,no,321.0,no,no,unknown,9.0,jun,135.0,3.0,-1.0,0.0,unknown,1
10972,39.0,blue-collar,married,secondary,no,2239.0,no,no,unknown,17.0,jun,133.0,2.0,-1.0,0.0,unknown,1
15256,35.0,admin.,married,secondary,no,449.0,yes,no,cellular,17.0,jul,43.0,8.0,-1.0,0.0,unknown,1
3479,42.0,blue-collar,married,secondary,no,-628.0,yes,yes,unknown,15.0,may,251.0,1.0,-1.0,0.0,unknown,1
19428,32.0,management,married,tertiary,no,71.0,no,no,cellular,6.0,aug,80.0,3.0,-1.0,0.0,unknown,1
33863,47.0,housemaid,married,secondary,no,3940.0,yes,no,cellular,30.0,apr,211.0,1.0,87.0,1.0,other,1
15369,57.0,technician,divorced,secondary,no,1244.0,yes,no,cellular,18.0,jul,383.0,1.0,-1.0,0.0,unknown,1
44473,62.0,management,married,tertiary,no,1859.0,no,no,telephone,6.0,aug,245.0,3.0,-1.0,0.0,unknown,2
36021,45.0,technician,married,secondary,no,1412.0,yes,no,cellular,11.0,may,764.0,4.0,-1.0,0.0,unknown,1
45048,32.0,student,single,tertiary,no,922.0,no,no,cellular,18.0,oct,338.0,2.0,-1.0,0.0,unknown,1
